Continent,Country,Month,equipment,equipment_code,demand,supply
Europe,Portugal,2021-11-01T01:01:01Z,Pulse Oxymeters,6,15486,8597
Europe,Portugal,2021-11-01T01:01:01Z,General Medicines,7,4886085,876681
Europe,Portugal,2021-11-01T01:01:01Z,PPE Kit,8,17861,2453
Europe,Portugal,2021-12-01T01:01:01Z,oxygen cylinder,0,15087,12610
Europe,Portugal,2021-12-01T01:01:01Z,O2 Generator,1,2702,0
Europe,Portugal,2021-12-01T01:01:01Z,Mask,2,3096093,1146000
Europe,Portugal,2021-12-01T01:01:01Z,Ventilators,3,437,1904
Europe,Portugal,2021-12-01T01:01:01Z,O2 Concentrators,4,6327,1065
Europe,Portugal,2021-12-01T01:01:01Z,Testing Units,5,416905,311965
Europe,Portugal,2021-12-01T01:01:01Z,Pulse Oxymeters,6,23647,7012
Europe,Portugal,2021-12-01T01:01:01Z,General Medicines,7,22019185,707333
Europe,Portugal,2021-12-01T01:01:01Z,PPE Kit,8,16425,10126
Europe,Portugal,2022-01-01T01:01:01Z,oxygen cylinder,0,256,1195
Europe,Portugal,2022-01-01T01:01:01Z,O2 Generator,1,9203,4462
Europe,Portugal,2022-01-01T01:01:01Z,Mask,2,2720089,1410554
Europe,Portugal,2022-01-01T01:01:01Z,Ventilators,3,6310,678
Europe,Portugal,2022-01-01T01:01:01Z,O2 Concentrators,4,3816,2015
Europe,Portugal,2022-01-01T01:01:01Z,Testing Units,5,293115,12440
Europe,Portugal,2022-01-01T01:01:01Z,Pulse Oxymeters,6,5032,6206
Europe,Portugal,2022-01-01T01:01:01Z,General Medicines,7,3221060,2439201
Europe,Portugal,2022-01-01T01:01:01Z,PPE Kit,8,13222,14006
Europe,Portugal,2022-02-01T01:01:01Z,oxygen cylinder,0,24897,7683
Europe,Portugal,2022-02-01T01:01:01Z,O2 Generator,1,1474,4999
Europe,Portugal,2022-02-01T01:01:01Z,Mask,2,13405375,899099
Europe,Portugal,2022-02-01T01:01:01Z,Ventilators,3,11971,174
Europe,Portugal,2022-02-01T01:01:01Z,O2 Concentrators,4,1065,380
Europe,Portugal,2022-02-01T01:01:01Z,Testing Units,5,383880,310572
Europe,Portugal,2022-02-01T01:01:01Z,Pulse Oxymeters,6,13081,9657
Europe,Portugal,2022-02-01T01:01:01Z,General Medicines,7,14531914,743555
Europe,Portugal,2022-02-01T01:01:01Z,PPE Kit,8,9613,10786
Europe,Portugal,2022-03-01T01:01:01Z,oxygen cylinder,0,15495,18486
Europe,Portugal,2022-03-01T01:01:01Z,O2 Generator,1,7431,409
Europe,Portugal,2022-03-01T01:01:01Z,Mask,2,3497624,2356535
Europe,Portugal,2022-03-01T01:01:01Z,Ventilators,3,4262,1690
Europe,Portugal,2022-03-01T01:01:01Z,O2 Concentrators,4,2025,887
Europe,Portugal,2022-03-01T01:01:01Z,Testing Units,5,366196,403400
Europe,Portugal,2022-03-01T01:01:01Z,Pulse Oxymeters,6,22959,14292
Europe,Portugal,2022-03-01T01:01:01Z,General Medicines,7,31425496,3652878
Europe,Portugal,2022-03-01T01:01:01Z,PPE Kit,8,25315,15896
Europe,Portugal,2022-04-01T01:01:01Z,oxygen cylinder,0,6753,1747
Europe,Portugal,2022-04-01T01:01:01Z,O2 Generator,1,635,3296
Europe,Portugal,2022-04-01T01:01:01Z,Mask,2,9015193,280250
Europe,Portugal,2022-04-01T01:01:01Z,Ventilators,3,13695,1650
Europe,Portugal,2022-04-01T01:01:01Z,O2 Concentrators,4,9095,1245
Europe,Portugal,2022-04-01T01:01:01Z,Testing Units,5,583246,585071
Europe,Portugal,2022-04-01T01:01:01Z,Pulse Oxymeters,6,6219,12142
Europe,Portugal,2022-04-01T01:01:01Z,General Medicines,7,27967282,1212620
Europe,Portugal,2022-04-01T01:01:01Z,PPE Kit,8,18933,13776
Europe,Romania,2020-01-01T01:01:01Z,oxygen cylinder,0,852,640
Europe,Romania,2020-01-01T01:01:01Z,O2 Generator,1,123,180
Europe,Romania,2020-01-01T01:01:01Z,Mask,2,438,191
Europe,Romania,2020-01-01T01:01:01Z,Ventilators,3,79,71
Europe,Romania,2020-01-01T01:01:01Z,O2 Concentrators,4,118,103
Europe,Romania,2020-01-01T01:01:01Z,Testing Units,5,295,160
Europe,Romania,2020-01-01T01:01:01Z,Pulse Oxymeters,6,439,479
Europe,Romania,2020-01-01T01:01:01Z,General Medicines,7,1671,621
Europe,Romania,2020-01-01T01:01:01Z,PPE Kit,8,388,402
Europe,Romania,2020-02-01T01:01:01Z,oxygen cylinder,0,1927,305
Europe,Romania,2020-02-01T01:01:01Z,O2 Generator,1,334,83
Europe,Romania,2020-02-01T01:01:01Z,Mask,2,4835,4033
Europe,Romania,2020-02-01T01:01:01Z,Ventilators,3,268,106
Europe,Romania,2020-02-01T01:01:01Z,O2 Concentrators,4,433,442
Europe,Romania,2020-02-01T01:01:01Z,Testing Units,5,3862,2189
Europe,Romania,2020-02-01T01:01:01Z,Pulse Oxymeters,6,1760,149
Europe,Romania,2020-02-01T01:01:01Z,General Medicines,7,1785,4230
Europe,Romania,2020-02-01T01:01:01Z,PPE Kit,8,1481,1540
Europe,Romania,2020-03-01T01:01:01Z,oxygen cylinder,0,609,711
Europe,Romania,2020-03-01T01:01:01Z,O2 Generator,1,271,340
Europe,Romania,2020-03-01T01:01:01Z,Mask,2,5225,4882
Europe,Romania,2020-03-01T01:01:01Z,Ventilators,3,483,159
Europe,Romania,2020-03-01T01:01:01Z,O2 Concentrators,4,55,60
Europe,Romania,2020-03-01T01:01:01Z,Testing Units,5,491,5164
Europe,Romania,2020-03-01T01:01:01Z,Pulse Oxymeters,6,2590,732
Europe,Romania,2020-03-01T01:01:01Z,General Medicines,7,24425,1209
Europe,Romania,2020-03-01T01:01:01Z,PPE Kit,8,1677,1860
Europe,Romania,2020-04-01T01:01:01Z,oxygen cylinder,0,165,475
Europe,Romania,2020-04-01T01:01:01Z,O2 Generator,1,860,22
Europe,Romania,2020-04-01T01:01:01Z,Mask,2,11692,2418
Europe,Romania,2020-04-01T01:01:01Z,Ventilators,3,6,386
Europe,Romania,2020-04-01T01:01:01Z,O2 Concentrators,4,1558,937
Europe,Romania,2020-04-01T01:01:01Z,Testing Units,5,12406,479
Europe,Romania,2020-04-01T01:01:01Z,Pulse Oxymeters,6,2033,853
Europe,Romania,2020-04-01T01:01:01Z,General Medicines,7,21789,30161
Europe,Romania,2020-04-01T01:01:01Z,PPE Kit,8,2932,2708
Europe,Romania,2020-05-01T01:01:01Z,oxygen cylinder,0,1758,2738
Europe,Romania,2020-05-01T01:01:01Z,O2 Generator,1,1240,633
Europe,Romania,2020-05-01T01:01:01Z,Mask,2,25060,24082
Europe,Romania,2020-05-01T01:01:01Z,Ventilators,3,1048,299
Europe,Romania,2020-05-01T01:01:01Z,O2 Concentrators,4,240,1142
Europe,Romania,2020-05-01T01:01:01Z,Testing Units,5,15158,12135
Europe,Romania,2020-05-01T01:01:01Z,Pulse Oxymeters,6,981,3234
Europe,Romania,2020-05-01T01:01:01Z,General Medicines,7,142813,29004
Europe,Romania,2020-05-01T01:01:01Z,PPE Kit,8,4679,3395
Europe,Romania,2020-06-01T01:01:01Z,oxygen cylinder,0,1198,4462
Europe,Romania,2020-06-01T01:01:01Z,O2 Generator,1,1694,604
Europe,Romania,2020-06-01T01:01:01Z,Mask,2,114802,21697
Europe,Romania,2020-06-01T01:01:01Z,Ventilators,3,207,252
Europe,Romania,2020-06-01T01:01:01Z,O2 Concentrators,4,1176,1355
Europe,Romania,2020-06-01T01:01:01Z,Testing Units,5,9295,17861
Europe,Romania,2020-06-01T01:01:01Z,Pulse Oxymeters,6,4168,3441
Europe,Romania,2020-06-01T01:01:01Z,General Medicines,7,240033,44698
Europe,Romania,2020-06-01T01:01:01Z,PPE Kit,8,3227,1285
Europe,Romania,2020-07-01T01:01:01Z,oxygen cylinder,0,5235,5077
Europe,Romania,2020-07-01T01:01:01Z,O2 Generator,1,1614,454
Europe,Romania,2020-07-01T01:01:01Z,Mask,2,294180,25266
Europe,Romania,2020-07-01T01:01:01Z,Ventilators,3,246,418
Europe,Romania,2020-07-01T01:01:01Z,O2 Concentrators,4,1672,1727
Europe,Romania,2020-07-01T01:01:01Z,Testing Units,5,35958,22339
Europe,Romania,2020-07-01T01:01:01Z,Pulse Oxymeters,6,1311,2085
Europe,Romania,2020-07-01T01:01:01Z,General Medicines,7,443935,62023
Europe,Romania,2020-07-01T01:01:01Z,PPE Kit,8,1541,3325
Europe,Romania,2020-08-01T01:01:01Z,oxygen cylinder,0,4978,3575
Europe,Romania,2020-08-01T01:01:01Z,O2 Generator,1,151,1468
Europe,Romania,2020-08-01T01:01:01Z,Mask,2,199594,81586
Europe,Romania,2020-08-01T01:01:01Z,Ventilators,3,1652,402
Europe,Romania,2020-08-01T01:01:01Z,O2 Concentrators,4,1379,797
Europe,Romania,2020-08-01T01:01:01Z,Testing Units,5,784,26997
Europe,Romania,2020-08-01T01:01:01Z,Pulse Oxymeters,6,4495,1364
Europe,Romania,2020-08-01T01:01:01Z,General Medicines,7,666844,54669
Europe,Romania,2020-08-01T01:01:01Z,PPE Kit,8,1564,2553
Europe,Romania,2020-09-01T01:01:01Z,oxygen cylinder,0,3652,3162
Europe,Romania,2020-09-01T01:01:01Z,O2 Generator,1,2434,1153
Europe,Romania,2020-09-01T01:01:01Z,Mask,2,324008,94962
Europe,Romania,2020-09-01T01:01:01Z,Ventilators,3,1039,707
Europe,Romania,2020-09-01T01:01:01Z,O2 Concentrators,4,1812,185
Europe,Romania,2020-09-01T01:01:01Z,Testing Units,5,18891,25643
Europe,Romania,2020-09-01T01:01:01Z,Pulse Oxymeters,6,2760,5037
Europe,Romania,2020-09-01T01:01:01Z,General Medicines,7,1210465,35223
Europe,Romania,2020-09-01T01:01:01Z,PPE Kit,8,1052,735
Europe,Romania,2020-10-01T01:01:01Z,oxygen cylinder,0,3216,2258
Europe,Romania,2020-10-01T01:01:01Z,O2 Generator,1,3937,1269
Europe,Romania,2020-10-01T01:01:01Z,Mask,2,243762,219483
Europe,Romania,2020-10-01T01:01:01Z,Ventilators,3,420,203
Europe,Romania,2020-10-01T01:01:01Z,O2 Concentrators,4,3554,1013
Europe,Romania,2020-10-01T01:01:01Z,Testing Units,5,91112,30539
Europe,Romania,2020-10-01T01:01:01Z,Pulse Oxymeters,6,7622,4234
Europe,Romania,2020-10-01T01:01:01Z,General Medicines,7,1841055,229727
Europe,Romania,2020-10-01T01:01:01Z,PPE Kit,8,3993,3030
Europe,Romania,2020-11-01T01:01:01Z,oxygen cylinder,0,7203,618
Europe,Romania,2020-11-01T01:01:01Z,O2 Generator,1,3252,200
Europe,Romania,2020-11-01T01:01:01Z,Mask,2,68560,15875
Europe,Romania,2020-11-01T01:01:01Z,Ventilators,3,1955,790
Europe,Romania,2020-11-01T01:01:01Z,O2 Concentrators,4,2205,1251
Europe,Romania,2020-11-01T01:01:01Z,Testing Units,5,40312,53241
Europe,Romania,2020-11-01T01:01:01Z,Pulse Oxymeters,6,1624,3660
Europe,Romania,2020-11-01T01:01:01Z,General Medicines,7,467825,29908
Europe,Romania,2020-11-01T01:01:01Z,PPE Kit,8,1026,1392
Europe,Romania,2020-12-01T01:01:01Z,oxygen cylinder,0,9058,2296
Europe,Romania,2020-12-01T01:01:01Z,O2 Generator,1,296,342
Europe,Romania,2020-12-01T01:01:01Z,Mask,2,405101,347217
Europe,Romania,2020-12-01T01:01:01Z,Ventilators,3,3646,906
Europe,Romania,2020-12-01T01:01:01Z,O2 Concentrators,4,2540,219
Europe,Romania,2020-12-01T01:01:01Z,Testing Units,5,19073,103937
Europe,Romania,2020-12-01T01:01:01Z,Pulse Oxymeters,6,1436,7044
Europe,Romania,2020-12-01T01:01:01Z,General Medicines,7,362983,338919
Europe,Romania,2020-12-01T01:01:01Z,PPE Kit,8,6969,2642
Europe,Romania,2021-01-01T01:01:01Z,oxygen cylinder,0,11768,8755
Europe,Romania,2021-01-01T01:01:01Z,O2 Generator,1,3361,787
Europe,Romania,2021-01-01T01:01:01Z,Mask,2,1272737,296558
Europe,Romania,2021-01-01T01:01:01Z,Ventilators,3,4220,1240
Europe,Romania,2021-01-01T01:01:01Z,O2 Concentrators,4,978,3180
Europe,Romania,2021-01-01T01:01:01Z,Testing Units,5,167797,61781
Europe,Romania,2021-01-01T01:01:01Z,Pulse Oxymeters,6,11015,8145
Europe,Romania,2021-01-01T01:01:01Z,General Medicines,7,1467776,297581
Europe,Romania,2021-01-01T01:01:01Z,PPE Kit,8,3851,3396
Europe,Romania,2021-02-01T01:01:01Z,oxygen cylinder,0,11917,4759
Europe,Romania,2021-02-01T01:01:01Z,O2 Generator,1,3146,995
Europe,Romania,2021-02-01T01:01:01Z,Mask,2,1922161,276863
Europe,Romania,2021-02-01T01:01:01Z,Ventilators,3,1581,124
Europe,Romania,2021-02-01T01:01:01Z,O2 Concentrators,4,1199,1153
Europe,Romania,2021-02-01T01:01:01Z,Testing Units,5,179743,61976
Europe,Romania,2021-02-01T01:01:01Z,Pulse Oxymeters,6,10714,4782
Europe,Romania,2021-02-01T01:01:01Z,General Medicines,7,4374971,300942
Europe,Romania,2021-02-01T01:01:01Z,PPE Kit,8,9350,6036
Europe,Romania,2021-03-01T01:01:01Z,oxygen cylinder,0,617,5641
Europe,Romania,2021-03-01T01:01:01Z,O2 Generator,1,3478,2035
Europe,Romania,2021-03-01T01:01:01Z,Mask,2,963297,518035
Europe,Romania,2021-03-01T01:01:01Z,Ventilators,3,2048,17
Europe,Romania,2021-03-01T01:01:01Z,O2 Concentrators,4,4656,1234
Europe,Romania,2021-03-01T01:01:01Z,Testing Units,5,60759,179012
Europe,Romania,2021-03-01T01:01:01Z,Pulse Oxymeters,6,4759,491
Europe,Romania,2021-03-01T01:01:01Z,General Medicines,7,4119769,417377
Europe,Romania,2021-03-01T01:01:01Z,PPE Kit,8,3317,4634
Europe,Romania,2021-04-01T01:01:01Z,oxygen cylinder,0,9738,12538
Europe,Romania,2021-04-01T01:01:01Z,O2 Generator,1,4462,540
Europe,Romania,2021-04-01T01:01:01Z,Mask,2,2260871,647513
Europe,Romania,2021-04-01T01:01:01Z,Ventilators,3,70,117
Europe,Romania,2021-04-01T01:01:01Z,O2 Concentrators,4,3679,636
Europe,Romania,2021-04-01T01:01:01Z,Testing Units,5,10014,171581
Europe,Romania,2021-04-01T01:01:01Z,Pulse Oxymeters,6,2433,8741
Europe,Romania,2021-04-01T01:01:01Z,General Medicines,7,8005869,113322
Europe,Romania,2021-04-01T01:01:01Z,PPE Kit,8,10994,10001
Europe,Romania,2021-05-01T01:01:01Z,oxygen cylinder,0,10977,829
Europe,Romania,2021-05-01T01:01:01Z,O2 Generator,1,2528,1529
Europe,Romania,2021-05-01T01:01:01Z,Mask,2,4026244,739319
Europe,Romania,2021-05-01T01:01:01Z,Ventilators,3,2720,1138
Europe,Romania,2021-05-01T01:01:01Z,O2 Concentrators,4,2913,1897
Europe,Romania,2021-05-01T01:01:01Z,Testing Units,5,6174,156880
Europe,Romania,2021-05-01T01:01:01Z,Pulse Oxymeters,6,16873,13449
Europe,Romania,2021-05-01T01:01:01Z,General Medicines,7,5348643,464392
Europe,Romania,2021-05-01T01:01:01Z,PPE Kit,8,952,12428
Europe,Romania,2021-06-01T01:01:01Z,oxygen cylinder,0,14291,5720
Europe,Romania,2021-06-01T01:01:01Z,O2 Generator,1,5452,2183
Europe,Romania,2021-06-01T01:01:01Z,Mask,2,1336476,268741
Europe,Romania,2021-06-01T01:01:01Z,Ventilators,3,3236,510
Europe,Romania,2021-06-01T01:01:01Z,O2 Concentrators,4,6952,2937
Europe,Romania,2021-06-01T01:01:01Z,Testing Units,5,184057,114016
Europe,Romania,2021-06-01T01:01:01Z,Pulse Oxymeters,6,4419,9641
Europe,Romania,2021-06-01T01:01:01Z,General Medicines,7,4322213,1119796
Europe,Romania,2021-06-01T01:01:01Z,PPE Kit,8,16616,1321
Europe,Romania,2021-07-01T01:01:01Z,oxygen cylinder,0,6734,8751
Europe,Romania,2021-07-01T01:01:01Z,O2 Generator,1,7398,828
Europe,Romania,2021-07-01T01:01:01Z,Mask,2,2971981,642670
Europe,Romania,2021-07-01T01:01:01Z,Ventilators,3,7795,1683
Europe,Romania,2021-07-01T01:01:01Z,O2 Concentrators,4,405,4224
Europe,Romania,2021-07-01T01:01:01Z,Testing Units,5,90759,114613
Europe,Romania,2021-07-01T01:01:01Z,Pulse Oxymeters,6,18017,5286
Europe,Romania,2021-07-01T01:01:01Z,General Medicines,7,8163304,281893
Europe,Romania,2021-07-01T01:01:01Z,PPE Kit,8,18089,2399
Europe,Romania,2021-08-01T01:01:01Z,oxygen cylinder,0,13028,12582
Europe,Romania,2021-08-01T01:01:01Z,O2 Generator,1,4284,3448
Europe,Romania,2021-08-01T01:01:01Z,Mask,2,6266808,147572
Europe,Romania,2021-08-01T01:01:01Z,Ventilators,3,4665,1391
Europe,Romania,2021-08-01T01:01:01Z,O2 Concentrators,4,5467,158
Europe,Romania,2021-08-01T01:01:01Z,Testing Units,5,366496,244968
Europe,Romania,2021-08-01T01:01:01Z,Pulse Oxymeters,6,5159,7201
Europe,Romania,2021-08-01T01:01:01Z,General Medicines,7,9818967,319995
Europe,Romania,2021-08-01T01:01:01Z,PPE Kit,8,14759,2819
Europe,Romania,2021-09-01T01:01:01Z,oxygen cylinder,0,9975,15858
Europe,Romania,2021-09-01T01:01:01Z,O2 Generator,1,2169,3602
Europe,Romania,2021-09-01T01:01:01Z,Mask,2,4339968,372184
Europe,Romania,2021-09-01T01:01:01Z,Ventilators,3,7610,1280
Europe,Romania,2021-09-01T01:01:01Z,O2 Concentrators,4,5811,3089
Europe,Romania,2021-09-01T01:01:01Z,Testing Units,5,356476,268518
Europe,Romania,2021-09-01T01:01:01Z,Pulse Oxymeters,6,10989,3134
Europe,Romania,2021-09-01T01:01:01Z,General Medicines,7,316633,1818807
Europe,Romania,2021-09-01T01:01:01Z,PPE Kit,8,18343,2241
Europe,Romania,2021-10-01T01:01:01Z,oxygen cylinder,0,9038,7888
Europe,Romania,2021-10-01T01:01:01Z,O2 Generator,1,267,2727
Europe,Romania,2021-10-01T01:01:01Z,Mask,2,4677385,1245633
Europe,Romania,2021-10-01T01:01:01Z,Ventilators,3,9005,1144
Europe,Romania,2021-10-01T01:01:01Z,O2 Concentrators,4,334,850
Europe,Romania,2021-10-01T01:01:01Z,Testing Units,5,334971,158288
Europe,Romania,2021-10-01T01:01:01Z,Pulse Oxymeters,6,14830,7421
Europe,Romania,2021-10-01T01:01:01Z,General Medicines,7,2336447,383279
Europe,Romania,2021-10-01T01:01:01Z,PPE Kit,8,20430,14340
Europe,Romania,2021-11-01T01:01:01Z,oxygen cylinder,0,3362,14431
Europe,Romania,2021-11-01T01:01:01Z,O2 Generator,1,3209,1752
Europe,Romania,2021-11-01T01:01:01Z,Mask,2,4256868,1674528
Europe,Romania,2021-11-01T01:01:01Z,Ventilators,3,8741,1975
Europe,Romania,2021-11-01T01:01:01Z,O2 Concentrators,4,2670,438
Europe,Romania,2021-11-01T01:01:01Z,Testing Units,5,217416,15437
Europe,Romania,2021-11-01T01:01:01Z,Pulse Oxymeters,6,18896,1251
Europe,Romania,2021-11-01T01:01:01Z,General Medicines,7,21357364,744147
Europe,Romania,2021-11-01T01:01:01Z,PPE Kit,8,1585,4019
Europe,Romania,2021-12-01T01:01:01Z,oxygen cylinder,0,20679,2237
Europe,Romania,2021-12-01T01:01:01Z,O2 Generator,1,637,3983
Europe,Romania,2021-12-01T01:01:01Z,Mask,2,3935840,649799
Europe,Romania,2021-12-01T01:01:01Z,Ventilators,3,10777,2144
Europe,Romania,2021-12-01T01:01:01Z,O2 Concentrators,4,2669,3117
Europe,Romania,2021-12-01T01:01:01Z,Testing Units,5,382423,75402
Europe,Romania,2021-12-01T01:01:01Z,Pulse Oxymeters,6,3496,1230
Europe,Romania,2021-12-01T01:01:01Z,General Medicines,7,18503979,2256340
Europe,Romania,2021-12-01T01:01:01Z,PPE Kit,8,9396,14436
Europe,Romania,2022-01-01T01:01:01Z,oxygen cylinder,0,11821,17979
Europe,Romania,2022-01-01T01:01:01Z,O2 Generator,1,5290,2059
Europe,Romania,2022-01-01T01:01:01Z,Mask,2,10341986,2076508
Europe,Romania,2022-01-01T01:01:01Z,Ventilators,3,3090,1707
Europe,Romania,2022-01-01T01:01:01Z,O2 Concentrators,4,1870,413
Europe,Romania,2022-01-01T01:01:01Z,Testing Units,5,334531,293733
Europe,Romania,2022-01-01T01:01:01Z,Pulse Oxymeters,6,15074,10349
Europe,Romania,2022-01-01T01:01:01Z,General Medicines,7,13454122,500969
Europe,Romania,2022-01-01T01:01:01Z,PPE Kit,8,11269,6615
Europe,Romania,2022-02-01T01:01:01Z,oxygen cylinder,0,19698,2335
Europe,Romania,2022-02-01T01:01:01Z,O2 Generator,1,7091,1316
Europe,Romania,2022-02-01T01:01:01Z,Mask,2,2717622,1660430
Europe,Romania,2022-02-01T01:01:01Z,Ventilators,3,3143,192
Europe,Romania,2022-02-01T01:01:01Z,O2 Concentrators,4,8503,1335
Europe,Romania,2022-02-01T01:01:01Z,Testing Units,5,230671,281807
Europe,Romania,2022-02-01T01:01:01Z,Pulse Oxymeters,6,8706,8230
Europe,Romania,2022-02-01T01:01:01Z,General Medicines,7,33484323,2915243
Europe,Romania,2022-02-01T01:01:01Z,PPE Kit,8,8729,7287
Europe,Romania,2022-03-01T01:01:01Z,oxygen cylinder,0,11594,11646
Europe,Romania,2022-03-01T01:01:01Z,O2 Generator,1,573,1884
Europe,Romania,2022-03-01T01:01:01Z,Mask,2,16315284,1557686
Europe,Romania,2022-03-01T01:01:01Z,Ventilators,3,6977,2438
Europe,Romania,2022-03-01T01:01:01Z,O2 Concentrators,4,6593,3512
Europe,Romania,2022-03-01T01:01:01Z,Testing Units,5,588336,243336
Europe,Romania,2022-03-01T01:01:01Z,Pulse Oxymeters,6,7672,4232
Europe,Romania,2022-03-01T01:01:01Z,General Medicines,7,38672735,193354
Europe,Romania,2022-03-01T01:01:01Z,PPE Kit,8,22226,17085
Europe,Romania,2022-04-01T01:01:01Z,oxygen cylinder,0,24193,13988
Europe,Romania,2022-04-01T01:01:01Z,O2 Generator,1,6079,5353
Europe,Romania,2022-04-01T01:01:01Z,Mask,2,9887617,2927330
Europe,Romania,2022-04-01T01:01:01Z,Ventilators,3,14639,1134
Europe,Romania,2022-04-01T01:01:01Z,O2 Concentrators,4,7079,2279
Europe,Romania,2022-04-01T01:01:01Z,Testing Units,5,572586,477584
Europe,Romania,2022-04-01T01:01:01Z,Pulse Oxymeters,6,12655,10710
Europe,Romania,2022-04-01T01:01:01Z,General Medicines,7,37255796,839716
Europe,Romania,2022-04-01T01:01:01Z,PPE Kit,8,1849,17053
Europe,Russia,2020-01-01T01:01:01Z,oxygen cylinder,0,74,61
Europe,Russia,2020-01-01T01:01:01Z,O2 Generator,1,31,3
Europe,Russia,2020-01-01T01:01:01Z,Mask,2,473,108
Europe,Russia,2020-01-01T01:01:01Z,Ventilators,3,90,1
Europe,Russia,2020-01-01T01:01:01Z,O2 Concentrators,4,355,11
Europe,Russia,2020-01-01T01:01:01Z,Testing Units,5,149,547
Europe,Russia,2020-01-01T01:01:01Z,Pulse Oxymeters,6,434,511
Europe,Russia,2020-01-01T01:01:01Z,General Medicines,7,1443,576
Europe,Russia,2020-01-01T01:01:01Z,PPE Kit,8,93,458
Europe,Russia,2020-02-01T01:01:01Z,oxygen cylinder,0,1963,21
Europe,Russia,2020-02-01T01:01:01Z,O2 Generator,1,361,388
Europe,Russia,2020-02-01T01:01:01Z,Mask,2,5557,2604
Europe,Russia,2020-02-01T01:01:01Z,Ventilators,3,96,178
Europe,Russia,2020-02-01T01:01:01Z,O2 Concentrators,4,386,298
Europe,Russia,2020-02-01T01:01:01Z,Testing Units,5,1503,411
Europe,Russia,2020-02-01T01:01:01Z,Pulse Oxymeters,6,1969,528
Europe,Russia,2020-02-01T01:01:01Z,General Medicines,7,13387,3697
Europe,Russia,2020-02-01T01:01:01Z,PPE Kit,8,217,1372
Europe,Russia,2020-03-01T01:01:01Z,oxygen cylinder,0,585,2358
Europe,Russia,2020-03-01T01:01:01Z,O2 Generator,1,210,387
Europe,Russia,2020-03-01T01:01:01Z,Mask,2,21856,7282
Europe,Russia,2020-03-01T01:01:01Z,Ventilators,3,28,97
Europe,Russia,2020-03-01T01:01:01Z,O2 Concentrators,4,931,164
Europe,Russia,2020-03-01T01:01:01Z,Testing Units,5,7097,5851
Europe,Russia,2020-03-01T01:01:01Z,Pulse Oxymeters,6,1355,2325
Europe,Russia,2020-03-01T01:01:01Z,General Medicines,7,15073,12289
Europe,Russia,2020-03-01T01:01:01Z,PPE Kit,8,1594,1141
Europe,Russia,2020-04-01T01:01:01Z,oxygen cylinder,0,3724,2690
Europe,Russia,2020-04-01T01:01:01Z,O2 Generator,1,984,732
Europe,Russia,2020-04-01T01:01:01Z,Mask,2,58198,24707
Europe,Russia,2020-04-01T01:01:01Z,Ventilators,3,760,396
Europe,Russia,2020-04-01T01:01:01Z,O2 Concentrators,4,456,645
Europe,Russia,2020-04-01T01:01:01Z,Testing Units,5,4258,3548
Europe,Russia,2020-04-01T01:01:01Z,Pulse Oxymeters,6,1745,955
Europe,Russia,2020-04-01T01:01:01Z,General Medicines,7,67402,14570
Europe,Russia,2020-04-01T01:01:01Z,PPE Kit,8,2014,737
Europe,Russia,2020-05-01T01:01:01Z,oxygen cylinder,0,2626,2595
Europe,Russia,2020-05-01T01:01:01Z,O2 Generator,1,66,806
Europe,Russia,2020-05-01T01:01:01Z,Mask,2,15448,32223
Europe,Russia,2020-05-01T01:01:01Z,Ventilators,3,502,44
Europe,Russia,2020-05-01T01:01:01Z,O2 Concentrators,4,655,785
Europe,Russia,2020-05-01T01:01:01Z,Testing Units,5,23102,3727
Europe,Russia,2020-05-01T01:01:01Z,Pulse Oxymeters,6,4337,1307
Europe,Russia,2020-05-01T01:01:01Z,General Medicines,7,89831,9302
Europe,Russia,2020-05-01T01:01:01Z,PPE Kit,8,268,2527
Europe,Russia,2020-06-01T01:01:01Z,oxygen cylinder,0,3823,2688
Europe,Russia,2020-06-01T01:01:01Z,O2 Generator,1,873,287
Europe,Russia,2020-06-01T01:01:01Z,Mask,2,101742,63578
Europe,Russia,2020-06-01T01:01:01Z,Ventilators,3,1424,413
Europe,Russia,2020-06-01T01:01:01Z,O2 Concentrators,4,735,327
Europe,Russia,2020-06-01T01:01:01Z,Testing Units,5,27281,20420
Europe,Russia,2020-06-01T01:01:01Z,Pulse Oxymeters,6,4900,2147
Europe,Russia,2020-06-01T01:01:01Z,General Medicines,7,7429,59745
Europe,Russia,2020-06-01T01:01:01Z,PPE Kit,8,5336,92
Europe,Russia,2020-07-01T01:01:01Z,oxygen cylinder,0,6439,1067
Europe,Russia,2020-07-01T01:01:01Z,O2 Generator,1,930,156
Europe,Russia,2020-07-01T01:01:01Z,Mask,2,11645,63934
Europe,Russia,2020-07-01T01:01:01Z,Ventilators,3,1439,313
Europe,Russia,2020-07-01T01:01:01Z,O2 Concentrators,4,2074,848
Europe,Russia,2020-07-01T01:01:01Z,Testing Units,5,11013,7492
Europe,Russia,2020-07-01T01:01:01Z,Pulse Oxymeters,6,2795,5243
Europe,Russia,2020-07-01T01:01:01Z,General Medicines,7,287838,72804
Europe,Russia,2020-07-01T01:01:01Z,PPE Kit,8,5946,1404
Europe,Russia,2020-08-01T01:01:01Z,oxygen cylinder,0,368,3605
Europe,Russia,2020-08-01T01:01:01Z,O2 Generator,1,1395,1484
Europe,Russia,2020-08-01T01:01:01Z,Mask,2,486875,117902
Europe,Russia,2020-08-01T01:01:01Z,Ventilators,3,879,324
